Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_16_819.jpg;0;1;0;0.5821516;99.80299;85.78981;1.213022;56.62632;-0.0001306033
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_16_885.jpg;0;1;0;0.6360198;99.83189;85.83336;1.249879;56.59871;-0.0011949
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_16_952.jpg;0;1;0;0.68607;99.85452;85.8674;1.207675;56.64544;-0.001236405
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_022.jpg;0;1;0;0.7281618;99.88747;85.9171;1.183057;56.72021;-0.001122818
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_089.jpg;0;1;0;0.7958856;99.91431;85.95771;1.20248;56.75347;-0.000338489
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_155.jpg;0;1;0;0.8649141;99.94317;86.00143;1.232722;56.76758;-0.000835344
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_220.jpg;0;1;0;0.9150119;99.97354;86.04743;1.246102;56.77272;-0.001153694
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_288.jpg;0;1;0;0.9639664;100.0163;86.11213;1.230314;56.76204;-0.001096605
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_354.jpg;0;1;0;1.028391;100.0499;86.16307;1.203318;56.73605;-8.806483E-06
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_420.jpg;0;1;0;1.070276;100.0857;86.21707;1.221384;56.73206;-0.0007504508
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_487.jpg;0;1;0;1.122498;100.1357;86.29268;1.240094;56.71006;-0.0007700173
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_554.jpg;0;1;0;1.178596;100.1746;86.35144;1.224273;56.69719;-0.0008798278
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_620.jpg;0;1;0;1.231586;100.2155;86.4132;1.230491;56.68566;-0.000856906
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_687.jpg;0;1;0;1.281439;100.2724;86.49907;1.237673;56.67418;-0.0008962979
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_754.jpg;0;1;0;1.340822;100.3168;86.56609;1.238881;56.65052;-0.0007955828
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_821.jpg;0;1;0;1.38777;100.3786;86.65916;1.242953;56.62231;-0.0008472761
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_886.jpg;0;1;0;1.433583;100.4268;86.7317;1.246299;56.608;-0.0008722027
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_17_954.jpg;0;1;0;1.480694;100.4766;86.80658;1.251396;56.59585;-0.0009555204
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_020.jpg;0;1;0;1.543954;100.5279;86.88377;1.253683;56.5849;-0.0009612856
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_086.jpg;-1.581354;1;0;1.589537;100.5991;86.99005;1.257075;56.49824;-0.0004090026
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_153.jpg;-4.5632;1;0;1.651586;100.6554;87.07156;1.256147;56.1938;0.0004542634
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_219.jpg;-7.552834;1;0;1.696218;100.715;87.15412;1.257232;55.58527;0.001928979
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_286.jpg;-10.56493;1;0;1.739622;100.8005;87.26476;1.255928;54.26959;359.9737
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_353.jpg;-10.41275;1;0;1.795944;100.8688;87.34779;1.237773;53.01669;359.9372
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_419.jpg;-7.407894;1;0;1.843254;100.9392;87.43238;1.205646;51.95942;359.9373
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_486.jpg;-4.413746;1;0;1.889305;101.0365;87.54876;1.198482;51.02527;359.9612
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_553.jpg;-1.427743;1;0;1.949416;101.1118;87.63926;1.24175;50.64054;359.9878
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_619.jpg;0;1;0;1.992765;101.1887;87.73235;1.304223;50.54644;-0.0009763563
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_686.jpg;0;1;0;2.03755;101.2935;87.85881;1.336101;50.51464;-0.001289122
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_753.jpg;0;1;0;2.0986;101.3737;87.95545;1.314709;50.50001;-0.001221298
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_819.jpg;0;1;0;2.144627;101.4559;88.05427;1.30115;50.4869;-0.0006675295
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_886.jpg;0;1;0;2.187324;101.5683;88.18946;1.311654;50.46784;-0.001187137
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_18_952.jpg;0;1;0;2.245673;101.6546;88.29313;1.313468;50.45566;-0.001209555
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_018.jpg;-2.925205;1;0;2.290155;101.7431;88.39825;1.313184;50.29458;-0.0006650775
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_086.jpg;-6.079452;1;0;2.332357;101.8663;88.53928;1.31055;49.55627;0.001751335
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_152.jpg;-5.889626;1;0;2.374812;101.9626;88.64551;1.307397;48.73717;0.002160343
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_219.jpg;-2.901986;1;0;2.432589;102.0613;88.75331;1.314109;48.08899;0.001201762
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_285.jpg;0;1;0;2.476492;102.1953;88.90032;1.327496;47.74327;-0.001098995
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_352.jpg;0;1;0;2.518906;102.2978;89.01274;1.331175;47.69365;-0.001482498
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_418.jpg;0;1;0;2.576265;102.4022;89.12688;1.334852;47.67521;-0.001508921
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_485.jpg;0;1;0;2.618933;102.5444;89.28186;1.342323;47.65926;-0.001382692
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_552.jpg;0;1;0;2.6615;102.6532;89.40023;1.348001;47.64783;-0.001386538
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_622.jpg;0;1;0;2.718074;102.8008;89.56088;1.353532;47.63273;-0.001420062
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_687.jpg;-2.89088;1;0;2.760293;102.9143;89.68264;1.347098;47.42538;-0.0003093116
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_752.jpg;-5.990186;1;0;2.815542;103.0311;89.8048;1.345521;46.8886;0.001221073
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_819.jpg;-3.092966;1;0;2.856623;103.1508;89.9276;1.345285;46.24191;0.00139876
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_886.jpg;-0.09480771;1;0;2.898757;103.3132;90.09425;1.355656;45.82677;-0.001035971
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_19_952.jpg;0;1;0;2.952898;103.437;90.22128;1.361756;45.75386;-0.001660685
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_019.jpg;0;1;0;2.995568;103.5629;90.3499;1.369317;45.72822;-0.001779399
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_084.jpg;0;1;0;3.036161;103.7335;90.52386;1.375751;45.71024;-0.001677135
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_153.jpg;0;1;0;3.077393;103.8636;90.6562;1.374732;45.69871;-0.001548711
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_220.jpg;0;1;0;3.132586;103.9955;90.79026;1.377057;45.686;-0.001412122
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_285.jpg;0;1;0;3.172738;104.1742;90.97168;1.383566;45.66648;-0.001428513
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_352.jpg;0;1;0;3.213209;104.3102;91.1097;1.385724;45.65157;-0.001542793
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_418.jpg;-1.568148;1;0;3.26781;104.448;91.24931;1.389015;45.60877;-0.001347758
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_485.jpg;-4.561373;1;0;3.307206;104.6363;91.43607;1.386068;45.09306;-4.734493E-05
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_552.jpg;-4.447272;1;0;3.346489;104.7812;91.57619;1.377903;44.41569;0.0007507374
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_618.jpg;-1.44227;1;0;3.399335;104.9285;91.7175;1.381832;43.8897;-0.0005921575
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_685.jpg;0;1;0;3.438703;105.1277;91.90876;1.40112;43.6699;-0.002334649
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_752.jpg;0;0.895962;0;3.477799;105.2791;92.05354;1.400826;43.62723;-0.002892009
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_818.jpg;-3.007521;0.6954606;0;3.522475;105.4328;92.19868;1.395484;43.46304;-0.001724814
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_885.jpg;-5.998836;0.4960396;0;3.543222;105.6413;92.39024;1.363049;42.70819;359.9858
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_20_952.jpg;-9.000122;0.2959539;0;3.554721;105.8009;92.52985;1.281521;41.66745;359.9014
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_018.jpg;-6.003139;0.09615503;0;3.55615;105.9615;92.66602;1.120926;40.53637;359.7884
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_086.jpg;-3.004813;0;0;3.548395;106.176;92.84376;0.8243033;39.52126;359.6054
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_151.jpg;-0.0175507;0;0;3.537641;106.336;92.97575;0.5647168;39.20715;359.4779
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_220.jpg;0;0;0.1965546;3.512224;106.4946;93.1063;0.2656536;39.12806;359.367
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_287.jpg;0;0;0.4073178;3.452426;106.6999;93.27535;359.7535;39.11968;359.2718
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_354.jpg;0;0;0.6066897;3.320953;106.8471;93.39755;359.2933;39.1128;359.3024
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_420.jpg;0;0;0.8071309;3.21059;106.9888;93.51685;358.8795;38.96495;359.514
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_486.jpg;0;0;1;3.073244;107.1708;93.6677;358.4007;38.8908;359.9093
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_552.jpg;0;0;1;2.919713;107.307;93.77614;358.3511;38.91694;0.07053892
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_619.jpg;0;0;1;2.80193;107.4415;93.87979;358.4566;38.71183;0.02815475
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_686.jpg;0;0;1;2.683562;107.6111;94.0129;358.7283;38.34164;0.009378932
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_752.jpg;0;0;1;2.428068;107.7258;94.10249;358.7777;38.27575;-0.004821716
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_819.jpg;0;0;1;2.217969;107.8299;94.1843;358.6957;38.22328;-0.004529536
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_886.jpg;0;0;1;2.082599;107.9594;94.28589;358.6903;38.15966;-0.004464161
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_21_952.jpg;0;0;1;1.881379;108.0475;94.35477;358.6773;38.13419;-0.004683182
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_019.jpg;0;0;0;1.695171;108.1284;94.41808;358.6508;38.1254;-0.0002218292
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_086.jpg;0;0;0;1.648747;108.235;94.50143;358.8732;38.12581;0.001546136
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_152.jpg;0;0;0;1.633323;108.3153;94.56418;359.1064;38.11951;-0.0008947835
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_217.jpg;0;0;0.1941081;1.613157;108.3941;94.62598;359.3045;38.11879;-9.410879E-05
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_287.jpg;0;0;0.393231;1.558702;108.4922;94.70298;359.3768;38.11875;0.001354005
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_352.jpg;0;0;0.6049347;1.434612;108.5576;94.7543;359.2144;38.11878;0.002306473
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_418.jpg;0;0;0.7983122;1.299028;108.6139;94.79834;358.8617;38.11643;-0.002508482
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_04_22_485.jpg;0;0;0.9979585;1.154919;108.6783;94.84866;358.3433;38.13919;359.9935
